Compound name,rA,rA',rad_diff,TF,Adis ,A'dis ,rot_angle,tilt_angle,QR+,QT,QAFEO,QJT2D,CD2D,R-barrier,polar_modes,Energy
LaScO3/GdScO3,1.216,1.107,0.109,0.419889619,0.021259087,0.544900003,12.57524967,13.5081314,1.1759,1.6425,0.25311,0.08925,0,39.893517,2.2616,-148.98173
LaScO3/SmScO3,1.216,1.132,0.084,0.408537923,0.019187055,0.544219666,12.60467899,13.35171004,1.1517,1.5937,0.61115,0.01514,0,38.445081,2.02348,-149.43983
LaScO3/TbScO3,1.216,1.095,0.121,0.42542089,0.023815985,0.539990296,10.96973757,12.53094263,1.2021,1.66479,0.64512,0.07166,0,40.36144,0.30153,-148.71233
LaTlO3/BiTlO3,1.216,1.24,0.024,0.375121512,0.025342501,0.541706375,12.05887467,12.44721112,1.38982,2.103585,0.26845,0.09031,0,50.73983,2.30205,-136.886197
LaTlO3/CeTlO3,1.216,1.196,0.02,0.380493437,0.024080229,0.54383497,12.72922484,13.98438617,1.89668,2.34758,0.87254,0.05997,0,60.948611,1.29212,-149.92954
LaTlO3/PrTlO3,1.216,1.179,0.037,0.387804312,0.043285306,0.064729544,16.05817417,12.35194289,2.08246,2.38811,0.79508,0.0727,0,62.514946,1.54128,-138.593517
LaTmO3/BiTmO3,1.216,1.24,0.024,0.375121512,0.042109246,0.060944878,16.57642584,11.83111403,1.35855,2.01937,0.39593,0.06241,0,49.658949,2.17446,-139.731616
LaTmO3/CeTmO3,1.216,1.196,0.02,0.380493437,0.043797553,0.06637758,15.97725938,12.56033856,1.85218,2.30316,0.72768,0.01246,0,58.071863,2.22151,-139.83917
LaTmO3/PrTmO3,1.216,1.179,0.037,0.387804312,0.044987548,0.071357243,15.3416827,13.28270549,1.90674,2.34911,0.52548,0.03637,0,61.041868,1.57464,-141.977083
LaYbO3/BiYbO3,1.216,1.24,0.024,0.375121512,0.039943523,0.040945732,20.1465597,11.97663893,1.31041,1.93158,0.30896,0.00548,0,47.626684,1.4985,-139.074808
LaYbO3/CeYbO3,1.216,1.196,0.02,0.380493437,0.062072188,0.086550731,14.45488472,16.06797399,1.4125,2.1122,0.26701,0.00387,0,50.870408,1.4905,-134.2124
LaYbO3/NdYbO3,1.216,1.163,0.053,0.394775493,0.076522767,0.066072054,23.07806672,19.91722458,1.88114,2.30912,0.28545,0.07555,0,58.827252,1.2982,-136.3656428
LaYbO3/PrYbO3,1.216,1.179,0.037,0.387804312,0.068695962,0.088684156,23.82545287,22.07609516,1.56389,2.25728,0.15012,0.11766,0,54.985964,1.4262,-114.6497462
LuScO3/BiScO3,1.032,1.24,0.208,0.425356126,0.065510005,0.072737961,22.77807471,21.18015983,1.2162,1.7098,0.3256,0.00025,0,41.425593,1.4611,-115.0192741
NdCeO3/EuCeO3,1.35,1.3,0.05,0.373565847,0.041528823,0.051618986,22.52795127,21.83484934,1.1485,1.5566,0.4571,0.04441,0,37.76594,1.6502,-115.0911651
NdCeO3/PbCeO3,1.35,1.35,0,0.353553391,0.068736774,0.088002474,24.70953917,21.65308271,0.93819,1.4749,0.5653,0.07531,0,35.2758,1.4366,-129.5813007
NdCeO3/SmCeO3,1.35,1.32,0.03,0.365470921,0.054283649,0.567162131,22.39828597,18.60208419,1.117,1.5281,0.63074,0.0956,0,36.8711,1.2764,-133.82239
NdPbO3/EuPbO3,1.35,1.3,0.05,0.373565847,0.048032151,0.562602359,21.54766968,18.27842207,0.561,0.87948,0.54532,0.12084,0,16.31927414,1.2842,-135.993006
NdPbO3/SmPbO3,1.35,1.32,0.03,0.365470921,0.048473991,0.561875414,20.88193376,18.3153547,0.11138,0.62849,0.4424,0.07723,0,6.24253,1.4951,-152.113228
NdPrO3/EuPrO3,1.35,1.3,0.05,0.373565847,0.050404459,0.562387984,20.33173682,18.27540707,0.9504,1.5032,0.4562,0.0839,0,35.5124,1.77348,-160.121415
NdPrO3/PbPrO3,1.35,1.35,0,0.353553391,0.053314361,0.565199713,22.5004675,16.81570695,0.8075,1.3818,0.53848,0.0622,0,31.0533387,2.20868,-161.601814
NdPrO3/SmPrO3,1.35,1.32,0.03,0.365470921,0.049516798,0.56053121,21.70151678,16.7316515,0.8721,1.4432,0.4206,0.0622,0,33.3422,2.47104,-138.813947
NdTeO3/EuTeO3,1.35,1.3,0.05,0.373565847,0.045201065,0.561492351,21.0093358,16.59688032,1.394745,2.10591,0.38843,0.07068,0,50.73983,1.313,-145.473722
NdTeO3/PbTeO3,1.35,1.35,0,0.353553391,0.047665698,0.55641631,19.72236632,15.3991725,1.30476,1.93158,0.5381,2.0955,0,47.155433,1.78631,-154.666114
NdTeO3/SmTeO3,1.35,1.32,0.03,0.365470921,0.046353007,0.558034954,20.59117974,16.47650328,1.35108,1.98694,0.174,0.04154,0,49.262573,2.3472,-150.045767
SmGaO3/DyGaO3,1.132,1.083,0.049,0.406593665,0.03499458,0.553891094,19.26358103,15.36563646,0.6543,1.2591,0.61745,0.0839,0,25.342465,2.0505,-162.885364
SmGaO3/ErGaO3,1.132,1.062,0.07,0.416290062,0.048792504,0.558533642,20.44158341,15.84616566,0.7003,1.3355,0.4655,0.0617,0,26.164875,2.0254,-158.910672
SmGaO3/GdGaO3,1.132,1.107,0.025,0.395715028,0.046154813,0.55811191,20.1811553,15.81765275,0.5788,1.084,0.4714,0.189,0,21.51943514,2.2517,-143.08045
SmGaO3/HoGaO3,1.132,1.072,0.06,0.411651759,0.059444226,0.065045397,25.74896434,17.67292315,0.6697,1.31386,0.36065,0.189,0,25.9503639,2.0254,-149.377594
SmGaO3/TbGaO3,1.132,1.095,0.037,0.401127651,0.052923627,0.564345214,21.98243504,16.54356906,0.6075,1.14291,0.33129,0.09296,0,22.17188,1.9987,-153.764318
SrCeO3/BaCeO3,1.31,1.47,0.16,0.378628099,0.04960397,0.561407198,20.96548115,16.35320673,0.763,1.368,0.80254,0.1,0,28.734828,2.0082,-135.842404
SrCeO3/EuCeO3,1.31,1.3,0.01,0.362892537,0.045119625,0.559779033,20.81062632,16.00581669,1.2021,1.6628,1.66447,0.0622,0,40.35244,7.5484,-149.2526147
SrCeO3/NdCeO3,1.31,1.35,0.04,0.364029047,0.050091377,0.556775549,19.07443943,15.69876367,1.1382,1.5403,1.44552,0.0604,0,37.024007,7.5762,-151.429592
SrCeO3/PbCeO3,1.31,1.35,0.04,0.364029047,0.048132515,0.556389921,19.36615749,15.22350781,1.1382,1.53996,0.29658,0.04472,0,36.973423,7.5692,-156.223412
SrCeO3/SmCeO3,1.31,1.32,0.01,0.360174241,0.046508355,0.558364402,20.63752921,16.23673723,1.1694,1.62855,0.58094,0.04331,0,39.613298,7.4164,-164.721777
SrPbO3/EuPbO3,1.31,1.3,0.01,0.362892537,0.060408082,0.055822345,21.982919,12.60656222,0.611,1.2246,0.48548,0.00914,0,22.58573,7.3873,-137.900128
SrPbO3/NdPbO3,1.31,1.35,0.04,0.364029047,0.069079293,0.057074534,23.04537891,16.52909846,0.556,0.8211,0.44677,0.05658,0,15.94974616,7.5435,-132.02231
SrPbO3/SmPbO3,1.31,1.32,0.01,0.360174241,0.065722432,0.055999687,22.59807509,15.46748954,0.5787,1.0197,0.92704,0.05166,0,19.650144,2.2062,-132.48701
SrPrO3/EuPrO3,1.31,1.3,0.01,0.362892537,0.057614053,0.053262997,20.10941666,14.18735114,1.1396,1.5425,0.25479,0.05494,0,37.66564279,7.5961,-132.7705
SrPrO3/NdPrO3,1.31,1.35,0.04,0.364029047,0.074256485,0.058819562,24.47681605,17.97123924,0.9283,1.4605,0.04243,0.01007,0,34.09897,7.5377,-131.14816
SrPrO3/PbPrO3,1.31,1.35,0.04,0.364029047,0.012212458,0.538429568,5.89851961,14.22077317,0.8857,1.4575,0.03648,0.01651,0,33.98467,7.5762,-140.682383
SrPrO3/SmPrO3,1.31,1.32,0.01,0.360174241,0.014164036,0.535225414,5.012586787,13.93945576,1.03383,1.5153,0.02326,0.00911,0,36.1407,2.14897,-147.662418
SrTbO3/BiTbO3,1.31,1.24,0.07,0.387680166,0.019140687,0.538506125,5.52409409,17.07361997,0.6852,1.3176,0.235705,0.06807,0,25.9503639,1.2865,-149.877288
SrTbO3/EuTbO3,1.31,1.3,0.01,0.362892537,0.018846529,0.53875081,7.109183902,13.85090239,0.5647,0.9358,0.11298,0.071,0,16.5454,1.4536,-158.640079
SrTbO3/SmTbO3,1.31,1.32,0.01,0.360174241,0.015790418,0.539133028,6.993505914,15.42314895,0.5239,0.7138,0.21545,0.0487,0,10.76462581,1.4828,-136.326282
SrTeO3/BaTeO3,1.31,1.47,0.16,0.378628099,0.015439491,0.539929638,8.552683868,13.76615694,1.2236,1.7098,0.24832,0.0479,0,41.844749,1.5945,-142.375421
SrTeO3/EuTeO3,1.31,1.3,0.01,0.362892537,0.015239438,0.540440788,10.74831739,13.0206319,1.88479,2.30966,0.081665,0.0567,0,58.839129,1.2878,-153.158118
SrTeO3/NdTeO3,1.31,1.35,0.04,0.364029047,0.013055483,0.533550846,6.365437415,12.56073745,1.3724,2.0602,0.211725,0.1688,0,50.5526147,1.2341,-145.676002
SrTeO3/PbTeO3,1.31,1.35,0.04,0.364029047,0.012056797,0.532059238,6.186139602,12.3367967,1.36938,2.05641,0.263035,0.0597,0,50.28173,1.1202,-151.203142
SrTeO3/SmTeO3,1.31,1.32,0.01,0.360174241,0.019895987,0.548881785,12.03075494,15.86568743,1.4982,2.23362,0.181845,0.0655,0,54.251869,1.2415,-159.91859
YbGaO3/LuGaO3,1.042,1.032,0.01,0.403721756,0.017461339,0.538529153,9.817911587,13.63969299,1.01479,1.505,0.03637,0.1688,0,35.52937,2.2283,-146.133671
YbSbO3/BiSbO3,1.042,1.24,0.198,0.422625984,0.013691436,0.538051945,9.029973913,14.0685299,1.2367925,1.78493,0.24495,0.1688,0,41.876474,1.48477,-151.524938
YGaO3/DyGaO3,1.075,1.083,0.008,0.394677768,0.015767878,0.542109704,10.66742413,14.39909381,0.7981,1.37184,0.21865,0.0782,0,29.88857205,1.37889,-160.820908
YGaO3/EuGaO3,1.075,1.12,0.045,0.399357878,0.029391023,0.054476319,10.68673813,13.3760332,0.6969,1.3228,0.22245,0.0582,0,25.964124,1.27929,-132.975012
YGaO3/GdGaO3,1.075,1.107,0.032,0.397729577,0.012870949,0.538205723,8.08794682,13.33666747,0.7569,1.3384,0.2748,0.0479,0,27.33162,2.12156,-140.105063
YGaO3/LuGaO3,1.075,1.032,0.043,0.413517946,0.014421983,0.53932944,9.339758589,12.80330682,0.8739,1.4453,0.22345,0.0479,0,33.622494,1.43776,-149.57243
YGaO3/SmGaO3,1.075,1.132,0.057,0.400845786,0.011352194,0.538680955,8.651748346,12.98656636,0.6552,1.3072,0.00548,0.26505,0,25.39207865,1.15692,-147.93029
YGaO3/TbGaO3,1.075,1.095,0.02,0.396211162,0.013657242,0.531994569,6.10707654,11.95850834,0.7571,1.36,0.08199,0.0187,0,27.484813,2.08071,-153.205256
YGaO3/YbGaO3,1.075,1.042,0.033,0.40883306,0.014988245,0.533483915,6.886133461,12.16752281,0.8303,1.40131,0.00025,0.097,0,32.0081,1.53224,-161.214946
YSbO3/BiSbO3,1.075,1.24,0.165,0.413616515,0.013835129,0.536418266,7.655714712,13.81612297,1.2158,1.7098,0.18981,0.0729,0,41.031616,2.43151,-158.388929
YSbO3/DySbO3,1.075,1.083,0.008,0.394677768,0.009897398,0.536460696,7.781208342,13.03941527,1.4567,2.17407,0.17845,0.1663,0,51.666057,1.8114,-138.313298
YSbO3/ErSbO3,1.075,1.062,0.013,0.399579827,0.047521575,0.009631247,13.48782924,13.5202098,1.7491,2.29587,0.0956,0.0845,0,57.519431,2.32658,-140.125593
YSbO3/EuSbO3,1.075,1.12,0.045,0.399357878,0.05907513,0.052504965,19.83293368,13.10361585,1.32483,1.95386,0.17295,0.0722,0,47.994079,2.40375,-138.932353
YSbO3/GdSbO3,1.075,1.107,0.032,0.397729577,0.068933932,0.060185829,23.51353466,13.68766495,1.352,1.99853,0.19905,0.0475,0,49.475851,1.065855,-140.96583
YSbO3/HoSbO3,1.075,1.072,0.003,0.395010518,0.038811641,0.060218887,14.61040589,11.19436448,1.50649,2.2371,0.16865,0.0651,0,54.505256,1.218265,-139.132734
YSbO3/TbSbO3,1.075,1.095,0.02,0.396211162,0.029291795,0.065509334,12.64878906,9.806546435,1.3798,2.0846,0.1754,0.25589,0,50.683296,0.00105,-139.166269
YSbO3/TmSbO3,1.075,1.052,0.023,0.404187182,0.027139764,0.060181918,12.47668311,9.291748432,1.89379,2.33626,0.2058,0.0341,0,60.699286,0.88947,-142.63538
YSbO3/YbSbO3,1.075,1.042,0.033,0.40883306,0.04937227,0.077892713,10.2432348,15.25875506,1.90756,2.36672,2.0955,0.04275,0,61.085194,0.76918,-139.104507
YScO3/BiScO3,1.075,1.24,0.165,0.413616515,0.030398072,0.067614993,12.81266487,9.938992673,1.192,1.6555,0.21215,0.02987,0,40.232353,0.653245,-120.87188
YScO3/DyScO3,1.075,1.083,0.008,0.394677768,0.023141312,0.052027881,11.89451014,8.393664412,1.32548,1.96982,0.0617,0.1044,0,48.066877,0.74377,-139.126709
YScO3/ErScO3,1.075,1.062,0.013,0.399579827,0.024589815,0.054020592,27.87440771,10.76568212,1.3795,2.062,0.27535,0.0457,0,50.679287,0.660395,-121.27
YScO3/HoScO3,1.075,1.072,0.003,0.395010518,0.028190557,0.063060998,12.55129192,9.702861827,1.35343,2.0039,0.04472,0.03009,0,49.64078,0.4113,-135.8506246
YScO3/LaScO3,1.075,1.216,0.141,0.410871477,0.032770753,0.071655084,12.92232254,10.39840101,1.2021,1.70766,0.16841,0.09723,0,40.466269,0.4166,-139.268535
YScO3/LuScO3,1.075,1.032,0.043,0.413517946,0.04738232,0.076053629,10.25144945,14.46828348,1.7362,2.28117,0.00911,0.05339,0,56.558375,0.4166,-140.1315122
YScO3/TbScO3,1.075,1.095,0.02,0.396211162,0.079240832,0.061048322,24.20720917,17.53136465,1.31453,1.94784,0.17314,0.23645,0,47.720026,0.66916,-140.578768
YScO3/TmScO3,1.075,1.052,0.023,0.404187182,0.0759077,0.065674276,22.47567339,19.41849571,1.44388,2.1495,0.186845,0.02056,0,51.25446,2.45875,-138.935591
